Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Mega Gardevoir,2,UX,Psychic / Fairy,"Cerebral Embrace - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability. At the start of your turn, this Pokémon may switch places with one of your Pokémon on the field, bench, or in a P.C. Your Psychic and Fairy-type Pokémon each deal +10 damage",36,Moonblast,White,,150,False
Mega Gardevoir,2,UX,Psychic / Fairy,"Cerebral Embrace - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability. At the start of your turn, this Pokémon may switch places with one of your Pokémon on the field, bench, or in a P.C. Your Psychic and Fairy-type Pokémon each deal +10 damage",32,Blue Hole,Blue,You may exclude this Pokémon and the battle opponent from the duel,,False
Mega Gardevoir,2,UX,Psychic / Fairy,"Cerebral Embrace - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability. At the start of your turn, this Pokémon may switch places with one of your Pokémon on the field, bench, or in a P.C. Your Psychic and Fairy-type Pokémon each deal +10 damage",8,Miss,Red,,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",4,Miss,Red,,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",4,Dodge,Blue,,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",24,Final Song,Purple,Attaches a Final Song marker to all Pokémon within 2 steps. Pokémon with that marker are knocked out after 5 turns.,☆☆,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",4,Dodge,Blue,,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",20,Dragon Dance,White,Spin again until an Attack other than Dragon Dance is spun. Damage Attacks deal +50 damage,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",4,Dodge,Blue,,,False
Mega Altaria,2,UX,Dragon / Fairy,"Miraculous Cry - This Pokémon can MP move over other Pokémon on the field. If this Pokémon is knocked out, all of your Pokémon that have been excluded from the duel and all of your Pokémon in Ultra Space move to your bench. Your Dragon-type Pokémon and Fairy-type Pokémon deal +10 damage",36,Hyper Beam,White,"If the battle opponent is knocked out, the next turn will always be the other player's",110,False
Nihilego,2,UX,Rock / Poison,"White Noise - When this Pokémon moves to the field, the effects of Energy plates are lost and they count as having been used. In its first battle after moving to the field, all of this Pokémon's White Attacks become Gold",4,Miss,Red,,,False
Nihilego,2,UX,Rock / Poison,"White Noise - When this Pokémon moves to the field, the effects of Energy plates are lost and they count as having been used. In its first battle after moving to the field, all of this Pokémon's White Attacks become Gold",28,Stun Poison,Purple,The battle opponent becomes poisoned. The battle opponent gains Wait 7,☆☆,False
Nihilego,2,UX,Rock / Poison,"White Noise - When this Pokémon moves to the field, the effects of Energy plates are lost and they count as having been used. In its first battle after moving to the field, all of this Pokémon's White Attacks become Gold",28,White Tentacles,White,Attach a Symbiont marker to the battle opponent. A Pokémon with this marker attached can only be used by its opposing player (MP Moves only). This marker can be removed by tagging,83,False
Nihilego,2,UX,Rock / Poison,"White Noise - When this Pokémon moves to the field, the effects of Energy plates are lost and they count as having been used. In its first battle after moving to the field, all of this Pokémon's White Attacks become Gold",4,Miss,Red,,,False
Nihilego,2,UX,Rock / Poison,"White Noise - When this Pokémon moves to the field, the effects of Energy plates are lost and they count as having been used. In its first battle after moving to the field, all of this Pokémon's White Attacks become Gold",32,Call Signal,Blue,Move one of your Pokémon that is in the Ultra Space to a point 2 steps away from this Pokémon,,False
Mega Mewtwo Y,3,UX,Psychic,"Transcendant Helix - This Pokémon cannot be moved by the Attacks of other Pokémon. When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +20 damage",32,Hyper Sonic,Gold,"If the battle opponent's Attack is 100 damage or more, this Pokémon cannot be knocked out",50,False
Mega Mewtwo Y,3,UX,Psychic,"Transcendant Helix - This Pokémon cannot be moved by the Attacks of other Pokémon. When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +20 damage",20,Annihilate,Blue,This Pokémon moves 2 steps away.,,False
Mega Mewtwo Y,3,UX,Psychic,"Transcendant Helix - This Pokémon cannot be moved by the Attacks of other Pokémon. When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +20 damage",36,Psystrike,White,,130,False
Mega Mewtwo Y,3,UX,Psychic,"Transcendant Helix - This Pokémon cannot be moved by the Attacks of other Pokémon. When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +20 damage",8,Miss,Red,,,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",4,Miss,Red,,,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",24,Ice Punch,White,"If this Pokémon is knocked out, the battle opponent becomes frozen.",113,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",4,Dodge,Blue,,,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",36,Superpower,White,,163,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",4,Miss,Red,,,False
Buzzwole,2,UX,Bug / Fighting,"Ultra Pump Up - Until it engages in its first battle after moving to the field, at the start of your turn this Pokémon may move to a point by moving over an adjacent Pokémon instead of using an MP move. Your turn ends. This Pokémon deals +29 Attack damage for each Pokémon in the Ultra Space",24,Chest Repulse,Blue,Attaches a Cracked marker to the battle opponent if the battle opponent spins an Attack of 130 or more damage,,False
Mega Gallade,2,UX,Psychic / Fighting,"Two-Sword Strike - This Pokémon can attack Pokémon that are 2 steps away. While it does, your Pokémon's Attacks have Range 2. Your Psychic-type and Fighting-type Pokémon deal +10 damage",4,Miss,Red,,,False
Mega Gallade,2,UX,Psychic / Fighting,"Two-Sword Strike - This Pokémon can attack Pokémon that are 2 steps away. While it does, your Pokémon's Attacks have Range 2. Your Psychic-type and Fighting-type Pokémon deal +10 damage",36,Psychic Blade,White,Deals x2 damage if the battle opponent is a Fighting-type Pokémon,90,False
Mega Gallade,2,UX,Psychic / Fighting,"Two-Sword Strike - This Pokémon can attack Pokémon that are 2 steps away. While it does, your Pokémon's Attacks have Range 2. Your Psychic-type and Fighting-type Pokémon deal +10 damage",32,Night Slash,White,"If this Pokémon is not knocked out, you may switch this Pokémon with 1 of your Benched Pokémon",140,False
Mega Gallade,2,UX,Psychic / Fighting,"Two-Sword Strike - This Pokémon can attack Pokémon that are 2 steps away. While it does, your Pokémon's Attacks have Range 2. Your Psychic-type and Fighting-type Pokémon deal +10 damage",24,Teleport,Purple,This Pokémon moves 2 steps away.,☆☆☆,False
Mega Mewtwo X,2,UX,Psychic / Fighting,"Ruinous Helix - This Pokémon is not knocked out in battle (if it would be, it moves to the bench instead). When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +10 damage. Your Fighting-type Pokémon deal +10 damage",32,Psychic Shove,Purple,The battle opponent is knocked as far back as possible in a straight line. Any Pokémon it collides with are also knocked back. All affected Pokémon gain Wait.,☆☆,False
Mega Mewtwo X,2,UX,Psychic / Fighting,"Ruinous Helix - This Pokémon is not knocked out in battle (if it would be, it moves to the bench instead). When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +10 damage. Your Fighting-type Pokémon deal +10 damage",20,Laser Focus,Blue,"On the next turn, all the Purple Attacks of the battle opponent of this Pokémon become misses",,False
Mega Mewtwo X,2,UX,Psychic / Fighting,"Ruinous Helix - This Pokémon is not knocked out in battle (if it would be, it moves to the bench instead). When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +10 damage. Your Fighting-type Pokémon deal +10 damage",36,Psystrike,White,,150,False
Mega Mewtwo X,2,UX,Psychic / Fighting,"Ruinous Helix - This Pokémon is not knocked out in battle (if it would be, it moves to the bench instead). When this Pokémon battles, this Pokémon's number of Mega Evolution turns increases by 2. Your Psychic-type Pokémon deal +10 damage. Your Fighting-type Pokémon deal +10 damage",8,Miss,Red,,,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",4,Miss,Red,,,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",36,Low Sweep,White,Attaches an MP - 1 marker to the battle opponent,103,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",4,Dodge,Blue,,,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",24,Ice Beam,White,"If this Pokémon is knocked out, the battle opponent becomes frozen.",67,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",4,Miss,Red,,,False
Pheromosa,2,UX,Bug / Fighting,"Ultra Sprint - In this Pokémon's first battle after moving to the field, any effects of the battle opponent's Ability that increase or decrease damage are nullified. This Pokémon gets +1 MP for each Pokémon in the Ultra Space (to a maximum of MP4)",24,Call Signal,Blue,Move one of your Pokémon that is in the Ultra Space to a point 2 steps away from this Pokémon,,False
Mega Absol,3,UX,Dark,"Intimidating Aura - If this Pokémon is on the field and is not affected by a special condition, the opposing player cannot use plates. Your Dark-type  Pokémon deal +20 damge",32,Sucker Punch,Gold,,90,False
Mega Absol,3,UX,Dark,"Intimidating Aura - If this Pokémon is on the field and is not affected by a special condition, the opposing player cannot use plates. Your Dark-type  Pokémon deal +20 damge",4,Miss,Red,,,False
